Order_ID,Customer_ID,Product,Category,Price,Discount,Final_Price,Quantity,Total_Sales,Returned,City,Payment_Method,Order_Date
ORD-1035,CUST-345,Phone,Electronics,8000,0.0,8000.0,4,32000.0,0,Cairo,Cash,2023-08-28
ORD-1036,CUST-180,Phone,Electronics,8000,0.0,8000.0,8,64000.0,0,Tanta,Vodafone Cash,2023-11-21
ORD-1037,CUST-711,Phone,Electronics,8000,0.1,7200.0,2,14400.0,0,Alexandria,Vodafone Cash,2023-03-01
ORD-1038,CUST-623,Camera,Electronics,12000,0.0,12000.0,2,24000.0,0,Tanta,Cash,2023-05-05
ORD-1039,CUST-741,Backpack,Accessories,400,0.0,400.0,7,2800.0,0,Cairo,Cash,2023-11-05
ORD-1040,CUST-425,Phone,Electronics,8000,0.0,8000.0,1,8000.0,0,Mansoura,Vodafone Cash,2023-07-06
ORD-1041,CUST-798,Camera,Electronics,12000,0.15,10200.0,2,20400.0,0,Aswan,Credit Card,2023-06-24
ORD-1042,CUST-273,Phone,Electronics,8000,0.0,8000.0,5,40000.0,0,Giza,Vodafone Cash,2023-12-30
ORD-1043,CUST-769,T-shirt,Fashion,300,0.0,300.0,4,1200.0,0,Giza,Credit Card,2023-02-20
ORD-1044,CUST-481,Watch,Fashion,1200,0.1,1080.0,5,5400.0,0,Aswan,Cash,2023-10-12
ORD-1045,CUST-182,Headphones,Electronics,500,0.0,500.0,7,3500.0,0,Cairo,Cash,2023-12-11
ORD-1046,CUST-687,Headphones,Electronics,500,0.0,500.0,4,2000.0,0,Alexandria,Vodafone Cash,2023-04-06
ORD-1047,CUST-73,T-shirt,Fashion,300,0.2,240.0,5,1200.0,0,Giza,Vodafone Cash,2023-01-12
ORD-1048,CUST-708,Shoes,Fashion,700,0.2,560.0,3,1680.0,0,Alexandria,Cash,2023-02-15
ORD-1049,CUST-477,Laptop,Electronics,15000,0.0,15000.0,1,15000.0,0,Tanta,Vodafone Cash,2023-10-25
ORD-1050,CUST-704,Shoes,Fashion,700,0.1,630.0,1,630.0,0,Giza,Cash,2023-02-07
ORD-1051,CUST-134,Watch,Fashion,1200,0.0,1200.0,3,3600.0,0,Cairo,Vodafone Cash,2023-02-15
ORD-1052,CUST-100,Headphones,Electronics,500,0.0,500.0,3,1500.0,0,Aswan,Cash,2023-08-13
ORD-1053,CUST-389,Phone,Electronics,8000,0.0,8000.0,5,40000.0,0,Mansoura,Cash,2023-02-21
ORD-1054,CUST-778,Phone,Electronics,8000,0.2,6400.0,5,32000.0,0,Alexandria,Credit Card,2023-10-29
ORD-1055,CUST-680,Laptop,Electronics,15000,0.15,12750.0,1,12750.0,0,Mansoura,Vodafone Cash,2023-01-30
ORD-1056,CUST-651,Backpack,Accessories,400,0.2,320.0,4,1280.0,0,Mansoura,Credit Card,2023-11-25
ORD-1057,CUST-716,Laptop,Electronics,15000,0.0,15000.0,2,30000.0,0,Aswan,Vodafone Cash,2023-10-16
ORD-1058,CUST-56,Camera,Electronics,12000,0.0,12000.0,5,60000.0,0,Mansoura,Cash,2023-12-08
ORD-1059,CUST-176,T-shirt,Fashion,300,0.0,300.0,2,600.0,0,Alexandria,Vodafone Cash,2023-08-17
ORD-1060,CUST-198,Headphones,Electronics,500,0.0,500.0,5,2500.0,0,Tanta,Vodafone Cash,2023-08-20
ORD-1061,CUST-65,Headphones,Electronics,500,0.0,500.0,2,1000.0,0,Mansoura,Vodafone Cash,2023-02-27
ORD-1062,CUST-145,Headphones,Electronics,500,0.0,500.0,2,1000.0,0,Aswan,Credit Card,2023-02-12
ORD-1063,CUST-272,Backpack,Accessories,400,0.0,400.0,2,800.0,0,Cairo,Credit Card,2023-09-28
ORD-1064,CUST-409,Camera,Electronics,12000,0.15,10200.0,3,30600.0,0,Tanta,Vodafone Cash,2023-12-26
ORD-1065,CUST-338,Camera,Electronics,12000,0.0,12000.0,1,12000.0,0,Mansoura,Vodafone Cash,2023-08-07
ORD-1066,CUST-209,Backpack,Accessories,400,0.15,340.0,2,680.0,0,Giza,Cash,2023-01-08
ORD-1067,CUST-238,Camera,Electronics,12000,0.0,12000.0,1,12000.0,0,Cairo,Cash,2023-01-11
ORD-1068,CUST-432,Laptop,Electronics,15000,0.2,12000.0,2,24000.0,0,Giza,Credit Card,2023-01-29
ORD-1069,CUST-298,T-shirt,Fashion,300,0.0,300.0,1,300.0,0,Giza,Cash,2023-06-17
ORD-1070,CUST-563,Watch,Fashion,1200,0.0,1200.0,5,6000.0,0,Mansoura,Credit Card,2023-09-11
ORD-1071,CUST-491,Camera,Electronics,12000,0.0,12000.0,2,24000.0,0,Giza,Vodafone Cash,2023-10-29
ORD-1072,CUST-539,T-shirt,Fashion,300,0.2,240.0,5,1200.0,0,Alexandria,Credit Card,2023-01-17
ORD-1073,CUST-431,Camera,Electronics,12000,0.15,10200.0,4,40800.0,0,Aswan,Cash,2023-12-20
ORD-1074,CUST-407,T-shirt,Fashion,300,0.15,255.0,5,0.0,1,Giza,Cash,2023-05-02
ORD-1075,CUST-661,Phone,Electronics,8000,0.0,8000.0,1,0.0,1,Tanta,Vodafone Cash,2023-04-27
ORD-1076,CUST-236,Laptop,Electronics,15000,0.0,15000.0,4,60000.0,0,Tanta,Credit Card,2023-12-04
ORD-1077,CUST-252,Phone,Electronics,8000,0.0,8000.0,3,24000.0,0,Tanta,Cash,2023-11-04
ORD-1078,CUST-491,Shoes,Fashion,700,0.0,700.0,7,4900.0,0,Giza,Cash,2023-12-23
ORD-1079,CUST-162,Phone,Electronics,8000,0.0,8000.0,4,32000.0,0,Alexandria,Cash,2023-02-21
ORD-1080,CUST-509,Camera,Electronics,12000,0.1,10800.0,1,10800.0,0,Tanta,Credit Card,2023-10-09
ORD-1081,CUST-376,Shoes,Fashion,700,0.0,700.0,3,2100.0,0,Alexandria,Vodafone Cash,2023-11-11
ORD-1082,CUST-324,Phone,Electronics,8000,0.0,8000.0,3,24000.0,0,Aswan,Credit Card,2023-03-21
ORD-1083,CUST-434,Camera,Electronics,12000,0.0,12000.0,3,36000.0,0,Tanta,Credit Card,2023-11-11
ORD-1084,CUST-438,Phone,Electronics,8000,0.15,6800.0,3,20400.0,0,Tanta,Cash,2023-05-07
ORD-1085,CUST-719,T-shirt,Fashion,300,0.0,300.0,1,300.0,0,Giza,Cash,2023-03-03
ORD-1086,CUST-26,Camera,Electronics,12000,0.1,10800.0,1,10800.0,0,Aswan,Cash,2023-09-15
ORD-1087,CUST-557,Camera,Electronics,12000,0.0,12000.0,4,48000.0,0,Giza,Credit Card,2023-12-14
ORD-1088,CUST-535,Shoes,Fashion,700,0.0,700.0,1,700.0,0,Tanta,Vodafone Cash,2023-06-25
ORD-1089,CUST-414,Watch,Fashion,1200,0.0,1200.0,1,1200.0,0,Mansoura,Cash,2023-08-11
ORD-1090,CUST-87,Headphones,Electronics,500,0.0,500.0,5,2500.0,0,Giza,Credit Card,2023-06-18
ORD-1091,CUST-760,Laptop,Electronics,15000,0.1,13500.0,2,27000.0,0,Giza,Vodafone Cash,2023-01-27
ORD-1092,CUST-775,Phone,Electronics,8000,0.0,8000.0,2,16000.0,0,Alexandria,Vodafone Cash,2023-02-13
ORD-1093,CUST-214,Shoes,Fashion,700,0.0,700.0,4,2800.0,0,Mansoura,Cash,2023-02-27
ORD-1094,CUST-699,Camera,Electronics,12000,0.0,12000.0,4,48000.0,0,Mansoura,Credit Card,2023-11-23
ORD-1095,CUST-72,Laptop,Electronics,15000,0.0,15000.0,4,60000.0,0,Mansoura,Cash,2023-11-26
ORD-1096,CUST-150,Watch,Fashion,1200,0.1,1080.0,5,5400.0,0,Tanta,Vodafone Cash,2023-10-02
ORD-1097,CUST-290,Watch,Fashion,1200,0.0,1200.0,4,4800.0,0,Cairo,Cash,2023-12-06
ORD-1098,CUST-268,Shoes,Fashion,700,0.0,700.0,2,1400.0,0,Giza,Cash,2023-01-31
ORD-1099,CUST-49,T-shirt,Fashion,300,0.0,300.0,5,1500.0,0,Aswan,Credit Card,2023-09-19
ORD-1100,CUST-273,Headphones,Electronics,500,0.15,425.0,5,2125.0,0,Tanta,Credit Card,2023-09-16
ORD-1101,CUST-297,Backpack,Accessories,400,0.0,400.0,5,2000.0,0,Cairo,Cash,2023-10-19
ORD-1102,CUST-394,T-shirt,Fashion,300,0.1,270.0,2,540.0,0,Cairo,Credit Card,2023-01-10
ORD-1103,CUST-25,Watch,Fashion,1200,0.0,1200.0,5,0.0,1,Mansoura,Cash,2023-08-28
ORD-1104,CUST-57,Phone,Electronics,8000,0.2,6400.0,5,32000.0,0,Giza,Credit Card,2023-01-04
ORD-1105,CUST-194,Watch,Fashion,1200,0.0,1200.0,3,0.0,1,Tanta,Cash,2023-07-21
ORD-1106,CUST-100,Shoes,Fashion,700,0.0,700.0,3,2100.0,0,Mansoura,Cash,2023-08-05
ORD-1107,CUST-167,Backpack,Accessories,400,0.0,400.0,8,3200.0,0,Aswan,Vodafone Cash,2023-11-01
ORD-1108,CUST-486,Laptop,Electronics,15000,0.15,12750.0,4,51000.0,0,Alexandria,Cash,2023-12-04
ORD-1109,CUST-486,Backpack,Accessories,400,0.0,400.0,3,1200.0,0,Cairo,Cash,2023-12-03
ORD-1110,CUST-489,Backpack,Accessories,400,0.0,400.0,1,0.0,1,Tanta,Credit Card,2023-05-04
ORD-1111,CUST-57,Laptop,Electronics,15000,0.15,12750.0,1,12750.0,0,Cairo,Vodafone Cash,2023-05-13
ORD-1112,CUST-786,T-shirt,Fashion,300,0.15,255.0,4,1020.0,0,Aswan,Credit Card,2023-03-15
ORD-1113,CUST-778,Phone,Electronics,8000,0.15,6800.0,2,13600.0,0,Tanta,Vodafone Cash,2023-06-01
ORD-1114,CUST-11,Camera,Electronics,12000,0.0,12000.0,2,24000.0,0,Mansoura,Vodafone Cash,2023-09-20
ORD-1115,CUST-568,Laptop,Electronics,15000,0.0,15000.0,2,30000.0,0,Mansoura,Cash,2023-10-26
ORD-1116,CUST-462,Headphones,Electronics,500,0.2,400.0,5,2000.0,0,Alexandria,Cash,2023-11-01
ORD-1117,CUST-746,T-shirt,Fashion,300,0.1,270.0,4,1080.0,0,Mansoura,Vodafone Cash,2023-06-10
ORD-1118,CUST-369,T-shirt,Fashion,300,0.0,300.0,4,1200.0,0,Aswan,Cash,2023-06-18
ORD-1119,CUST-582,Laptop,Electronics,15000,0.0,15000.0,3,45000.0,0,Cairo,Cash,2023-04-28
ORD-1120,CUST-28,Laptop,Electronics,15000,0.0,15000.0,1,15000.0,0,Tanta,Vodafone Cash,2023-09-22
ORD-1121,CUST-700,Phone,Electronics,8000,0.2,6400.0,5,32000.0,0,Giza,Vodafone Cash,2023-03-31
ORD-1122,CUST-607,Backpack,Accessories,400,0.0,400.0,4,1600.0,0,Tanta,Cash,2023-11-18
ORD-1123,CUST-14,Phone,Electronics,8000,0.0,8000.0,5,40000.0,0,Tanta,Credit Card,2023-07-28
ORD-1124,CUST-769,Shoes,Fashion,700,0.0,700.0,1,700.0,0,Mansoura,Credit Card,2023-02-07
ORD-1125,CUST-206,Camera,Electronics,12000,0.2,9600.0,2,19200.0,0,Tanta,Vodafone Cash,2023-07-27
ORD-1126,CUST-122,Shoes,Fashion,700,0.15,595.0,4,2380.0,0,Tanta,Vodafone Cash,2023-10-01
ORD-1127,CUST-10,Backpack,Accessories,400,0.0,400.0,5,2000.0,0,Mansoura,Credit Card,2023-11-15
ORD-1128,CUST-506,Shoes,Fashion,700,0.0,700.0,3,2100.0,0,Aswan,Vodafone Cash,2023-10-16
ORD-1129,CUST-454,Watch,Fashion,1200,0.2,960.0,2,1920.0,0,Aswan,Credit Card,2023-02-08
ORD-1130,CUST-443,Phone,Electronics,8000,0.2,6400.0,4,25600.0,0,Giza,Vodafone Cash,2023-12-16
ORD-1131,CUST-362,Headphones,Electronics,500,0.0,500.0,4,2000.0,0,Giza,Cash,2023-09-04
ORD-1132,CUST-269,T-shirt,Fashion,300,0.0,300.0,3,900.0,0,Alexandria,Cash,2023-09-05
ORD-1133,CUST-595,Shoes,Fashion,700,0.0,700.0,3,2100.0,0,Mansoura,Credit Card,2023-08-01
ORD-1134,CUST-652,Watch,Fashion,1200,0.0,1200.0,4,4800.0,0,Alexandria,Vodafone Cash,2023-09-21
ORD-1135,CUST-45,Backpack,Accessories,400,0.0,400.0,5,2000.0,0,Aswan,Credit Card,2023-11-19
ORD-1136,CUST-724,Headphones,Electronics,500,0.15,425.0,5,2125.0,0,Aswan,Credit Card,2023-11-23
ORD-1137,CUST-194,Shoes,Fashion,700,0.0,700.0,5,3500.0,0,Aswan,Credit Card,2023-11-22
ORD-1138,CUST-252,Headphones,Electronics,500,0.15,425.0,2,850.0,0,Giza,Cash,2023-10-21
ORD-1139,CUST-666,Headphones,Electronics,500,0.0,500.0,4,2000.0,0,Cairo,Vodafone Cash,2023-04-14
ORD-1140,CUST-323,Phone,Electronics,8000,0.0,8000.0,2,16000.0,0,Mansoura,Vodafone Cash,2023-10-11
ORD-1141,CUST-18,Camera,Electronics,12000,0.1,10800.0,3,32400.0,0,Mansoura,Vodafone Cash,2023-04-14
ORD-1142,CUST-158,Watch,Fashion,1200,0.0,1200.0,3,3600.0,0,Mansoura,Vodafone Cash,2023-05-07
ORD-1143,CUST-718,Headphones,Electronics,500,0.0,500.0,4,0.0,1,Cairo,Vodafone Cash,2023-11-04
ORD-1144,CUST-527,Watch,Fashion,1200,0.0,1200.0,3,3600.0,0,Tanta,Cash,2023-12-18
ORD-1145,CUST-257,Shoes,Fashion,700,0.0,700.0,5,3500.0,0,Giza,Cash,2023-11-24
ORD-1146,CUST-130,Headphones,Electronics,500,0.0,500.0,3,1500.0,0,Cairo,Credit Card,2023-10-13
ORD-1147,CUST-537,Watch,Fashion,1200,0.0,1200.0,2,2400.0,0,Cairo,Cash,2023-06-19
ORD-1148,CUST-37,Backpack,Accessories,400,0.2,320.0,4,1280.0,0,Alexandria,Credit Card,2023-12-25
ORD-1149,CUST-46,Phone,Electronics,8000,0.0,8000.0,1,8000.0,0,Cairo,Credit Card,2023-07-13
ORD-1150,CUST-359,Watch,Fashion,1200,0.0,1200.0,2,2400.0,0,Aswan,Cash,2023-09-30
ORD-1151,CUST-655,Watch,Fashion,1200,0.15,1020.0,1,1020.0,0,Cairo,Cash,2023-03-09
ORD-1152,CUST-288,Laptop,Electronics,15000,0.0,15000.0,3,45000.0,0,Giza,Cash,2023-04-25
ORD-1153,CUST-453,Phone,Electronics,8000,0.0,8000.0,2,16000.0,0,Tanta,Cash,2023-09-12
ORD-1154,CUST-330,Phone,Electronics,8000,0.0,8000.0,3,24000.0,0,Cairo,Vodafone Cash,2023-08-22
ORD-1155,CUST-692,Headphones,Electronics,500,0.0,500.0,6,3000.0,0,Tanta,Credit Card,2023-12-23
ORD-1156,CUST-81,Headphones,Electronics,500,0.0,500.0,4,2000.0,0,Giza,Cash,2023-08-01
ORD-1157,CUST-549,Phone,Electronics,8000,0.2,6400.0,6,38400.0,0,Cairo,Vodafone Cash,2023-12-02
ORD-1158,CUST-247,Backpack,Accessories,400,0.0,400.0,2,800.0,0,Alexandria,Vodafone Cash,2023-09-26
ORD-1159,CUST-121,Camera,Electronics,12000,0.0,12000.0,1,12000.0,0,Aswan,Cash,2023-04-20
ORD-1160,CUST-39,Phone,Electronics,8000,0.0,8000.0,4,32000.0,0,Mansoura,Credit Card,2023-04-25
ORD-1161,CUST-239,Phone,Electronics,8000,0.0,8000.0,5,40000.0,0,Tanta,Cash,2023-01-05
ORD-1162,CUST-298,Backpack,Accessories,400,0.0,400.0,3,1200.0,0,Cairo,Vodafone Cash,2023-04-23
ORD-1163,CUST-681,T-shirt,Fashion,300,0.15,255.0,3,765.0,0,Aswan,Credit Card,2023-09-28
ORD-1164,CUST-408,Phone,Electronics,8000,0.1,7200.0,2,14400.0,0,Tanta,Credit Card,2023-07-03
ORD-1165,CUST-716,Watch,Fashion,1200,0.0,1200.0,1,1200.0,0,Mansoura,Vodafone Cash,2023-07-31
ORD-1166,CUST-381,Camera,Electronics,12000,0.0,12000.0,2,24000.0,0,Mansoura,Vodafone Cash,2023-03-11
ORD-1167,CUST-534,Headphones,Electronics,500,0.0,500.0,5,2500.0,0,Alexandria,Vodafone Cash,2023-02-08
ORD-1168,CUST-18,Laptop,Electronics,15000,0.0,15000.0,1,15000.0,0,Mansoura,Credit Card,2023-04-30
ORD-1169,CUST-66,T-shirt,Fashion,300,0.0,300.0,5,1500.0,0,Giza,Cash,2023-09-12
ORD-1170,CUST-577,Headphones,Electronics,500,0.2,400.0,1,400.0,0,Alexandria,Credit Card,2023-05-18
ORD-1171,CUST-54,Phone,Electronics,8000,0.0,8000.0,4,32000.0,0,Mansoura,Vodafone Cash,2023-09-30
ORD-1172,CUST-304,Headphones,Electronics,500,0.0,500.0,1,500.0,0,Mansoura,Vodafone Cash,2023-08-21
ORD-1173,CUST-580,Watch,Fashion,1200,0.2,960.0,2,1920.0,0,Alexandria,Credit Card,2023-08-24
ORD-1174,CUST-385,Laptop,Electronics,15000,0.2,12000.0,2,24000.0,0,Aswan,Credit Card,2023-07-26
ORD-1175,CUST-256,Phone,Electronics,8000,0.0,8000.0,2,16000.0,0,Giza,Credit Card,2023-06-30
ORD-1176,CUST-245,Phone,Electronics,8000,0.0,8000.0,2,16000.0,0,Aswan,Cash,2023-06-17
ORD-1177,CUST-660,Watch,Fashion,1200,0.0,1200.0,4,4800.0,0,Mansoura,Vodafone Cash,2023-11-21
ORD-1178,CUST-299,Headphones,Electronics,500,0.0,500.0,2,0.0,1,Alexandria,Vodafone Cash,2023-02-18
ORD-1179,CUST-149,Headphones,Electronics,500,0.0,500.0,4,2000.0,0,Giza,Cash,2023-02-02
ORD-1180,CUST-671,T-shirt,Fashion,300,0.0,300.0,4,1200.0,0,Mansoura,Credit Card,2023-04-21
ORD-1181,CUST-351,Phone,Electronics,8000,0.0,8000.0,3,24000.0,0,Alexandria,Cash,2023-07-09
ORD-1182,CUST-376,Headphones,Electronics,500,0.0,500.0,5,2500.0,0,Aswan,Credit Card,2023-07-01
ORD-1183,CUST-133,T-shirt,Fashion,300,0.15,255.0,4,1020.0,0,Mansoura,Credit Card,2023-05-27
ORD-1184,CUST-302,Phone,Electronics,8000,0.0,8000.0,3,0.0,1,Aswan,Cash,2023-01-12
ORD-1185,CUST-92,Watch,Fashion,1200,0.0,1200.0,4,4800.0,0,Mansoura,Vodafone Cash,2023-03-28
ORD-1186,CUST-693,Headphones,Electronics,500,0.0,500.0,3,1500.0,0,Tanta,Credit Card,2023-09-10
ORD-1187,CUST-777,Laptop,Electronics,15000,0.2,12000.0,2,24000.0,0,Tanta,Credit Card,2023-12-04
ORD-1188,CUST-279,Shoes,Fashion,700,0.15,595.0,2,1190.0,0,Mansoura,Credit Card,2023-08-21
ORD-1189,CUST-40,Phone,Electronics,8000,0.2,6400.0,2,12800.0,0,Cairo,Vodafone Cash,2023-05-29
ORD-1190,CUST-118,T-shirt,Fashion,300,0.0,300.0,4,1200.0,0,Mansoura,Cash,2023-04-23
ORD-1191,CUST-230,Phone,Electronics,8000,0.0,8000.0,2,16000.0,0,Cairo,Credit Card,2023-05-03
ORD-1192,CUST-692,T-shirt,Fashion,300,0.0,300.0,2,600.0,0,Cairo,Cash,2023-01-15
ORD-1193,CUST-694,Watch,Fashion,1200,0.0,1200.0,2,2400.0,0,Giza,Credit Card,2023-04-23
ORD-1194,CUST-376,Laptop,Electronics,15000,0.0,15000.0,3,45000.0,0,Giza,Credit Card,2023-12-31
ORD-1195,CUST-379,Backpack,Accessories,400,0.2,320.0,2,640.0,0,Tanta,Credit Card,2023-09-26
ORD-1196,CUST-401,Watch,Fashion,1200,0.0,1200.0,2,2400.0,0,Mansoura,Vodafone Cash,2023-06-03
ORD-1197,CUST-197,Backpack,Accessories,400,0.0,400.0,4,1600.0,0,Alexandria,Cash,2023-08-29
ORD-1198,CUST-278,T-shirt,Fashion,300,0.0,300.0,4,1200.0,0,Giza,Cash,2023-08-23
ORD-1199,CUST-233,Phone,Electronics,8000,0.0,8000.0,4,32000.0,0,Alexandria,Cash,2023-03-28
ORD-1200,CUST-270,Camera,Electronics,12000,0.0,12000.0,2,24000.0,0,Alexandria,Vodafone Cash,2023-03-25
ORD-1201,CUST-123,T-shirt,Fashion,300,0.0,300.0,6,1800.0,0,Alexandria,Vodafone Cash,2023-12-31
ORD-1202,CUST-453,Laptop,Electronics,15000,0.2,12000.0,2,24000.0,0,Giza,Credit Card,2023-10-19
ORD-1203,CUST-450,Shoes,Fashion,700,0.0,700.0,5,3500.0,0,Cairo,Cash,2023-09-06
ORD-1204,CUST-459,Camera,Electronics,12000,0.2,9600.0,1,9600.0,0,Alexandria,Cash,2023-10-26
ORD-1205,CUST-323,Backpack,Accessories,400,0.0,400.0,7,2800.0,0,Giza,Vodafone Cash,2023-12-27
ORD-1206,CUST-97,Camera,Electronics,12000,0.1,10800.0,1,10800.0,0,Cairo,Credit Card,2023-02-12
ORD-1207,CUST-361,Shoes,Fashion,700,0.1,630.0,4,2520.0,0,Mansoura,Vodafone Cash,2023-08-04
ORD-1208,CUST-210,Watch,Fashion,1200,0.2,960.0,6,5760.0,0,Giza,Credit Card,2023-11-02
ORD-1209,CUST-693,Headphones,Electronics,500,0.0,500.0,5,2500.0,0,Tanta,Vodafone Cash,2023-10-12
ORD-1210,CUST-283,Camera,Electronics,12000,0.0,12000.0,4,48000.0,0,Tanta,Vodafone Cash,2023-12-31
ORD-1211,CUST-176,Watch,Fashion,1200,0.0,1200.0,5,6000.0,0,Tanta,Vodafone Cash,2023-09-07
ORD-1212,CUST-720,Laptop,Electronics,15000,0.0,15000.0,1,15000.0,0,Cairo,Cash,2023-08-17
ORD-1213,CUST-157,Headphones,Electronics,500,0.0,500.0,4,2000.0,0,Aswan,Cash,2023-01-06
ORD-1214,CUST-678,Watch,Fashion,1200,0.0,1200.0,1,1200.0,0,Alexandria,Cash,2023-09-11
ORD-1215,CUST-100,Backpack,Accessories,400,0.1,360.0,8,2880.0,0,Mansoura,Credit Card,2023-12-27
ORD-1216,CUST-669,Headphones,Electronics,500,0.1,450.0,1,450.0,0,Aswan,Cash,2023-09-09
ORD-1217,CUST-635,Watch,Fashion,1200,0.0,1200.0,5,6000.0,0,Alexandria,Credit Card,2023-02-22
ORD-1218,CUST-407,Backpack,Accessories,400,0.0,400.0,4,1600.0,0,Mansoura,Credit Card,2023-05-25
ORD-1219,CUST-473,T-shirt,Fashion,300,0.0,300.0,4,1200.0,0,Giza,Credit Card,2023-05-31
ORD-1220,CUST-45,Backpack,Accessories,400,0.1,360.0,4,1440.0,0,Mansoura,Vodafone Cash,2023-04-11
ORD-1221,CUST-778,Shoes,Fashion,700,0.0,700.0,3,0.0,1,Mansoura,Credit Card,2023-02-28
ORD-1222,CUST-283,Camera,Electronics,12000,0.1,10800.0,1,10800.0,0,Aswan,Credit Card,2023-06-16
ORD-1223,CUST-791,Backpack,Accessories,400,0.0,400.0,1,400.0,0,Cairo,Credit Card,2023-09-27
ORD-1224,CUST-47,Backpack,Accessories,400,0.0,400.0,2,800.0,0,Cairo,Vodafone Cash,2023-06-12
ORD-1225,CUST-345,Headphones,Electronics,500,0.0,500.0,2,1000.0,0,Aswan,Cash,2023-05-30
